,date,high,low,snow,precip
38145,1948-11-16,40.0,30.0,0,0.0
38146,1948-11-17,52.0,27.0,0,0.0
38147,1948-11-18,50.0,42.0,0,0.0
38148,1948-11-19,50.0,42.0,0,88.0
38149,1948-11-20,46.0,35.0,0,14.0
38150,1948-11-21,35.0,32.0,0,2.0
38151,1948-11-22,33.0,24.0,0,0.0
38152,1948-11-23,34.0,21.0,0,0.0
38153,1948-11-24,33.0,26.0,0,0.0
38154,1948-11-25,34.0,21.0,0,0.0
38155,1948-11-26,42.0,26.0,0,7.0
38156,1948-11-27,52.0,25.0,0,0.0
38157,1948-11-28,39.0,25.0,0,0.0
38158,1948-11-29,42.0,16.0,0,0.0
38159,1948-11-30,38.0,23.0,0,0.0
41785,1948-12-01,42.0,14.0,0,0.0
41786,1948-12-02,48.0,27.0,0,0.0
41787,1948-12-03,57.0,20.0,0,0.0
41788,1948-12-04,55.0,35.0,0,0.0
41789,1948-12-05,50.0,27.0,0,92.0
41790,1948-12-06,31.0,22.0,0,0.0
41791,1948-12-07,28.0,16.0,0,0.0
41792,1948-12-08,26.0,12.0,0,0.0
41793,1948-12-09,22.0,6.0,0,0.0
41794,1948-12-10,18.0,-5.0,0,0.0
41795,1948-12-11,38.0,12.0,0,0.0
41796,1948-12-12,36.0,24.0,0,0.0
41797,1948-12-13,38.0,19.0,0,0.0
41798,1948-12-14,33.0,25.0,0,0.0
41799,1948-12-15,36.0,32.0,0,0.0
41800,1948-12-16,35.0,17.0,0,0.0
41801,1948-12-17,28.0,12.0,0,0.0
41802,1948-12-18,28.0,18.0,2,15.0
41803,1948-12-19,26.0,15.0,0,0.0
41804,1948-12-20,28.0,18.0,0,0.0
41805,1948-12-21,28.0,23.0,0,0.0
41806,1948-12-22,23.0,2.0,0,0.0
41807,1948-12-23,21.0,-2.0,0,0.0
41808,1948-12-24,20.0,-4.0,0,0.0
41809,1948-12-25,17.0,-15.0,0,0.0
41810,1948-12-26,18.0,-15.0,0,0.0
41811,1948-12-27,34.0,16.0,0,0.0
41812,1948-12-28,33.0,24.0,0,0.0
41813,1948-12-29,32.0,21.0,2,27.0
41814,1948-12-30,27.0,-13.0,0,0.0
41815,1948-12-31,25.0,11.0,0,0.0
1736,1949-01-01,22.0,-5.0,0,0.0
1737,1949-01-02,33.0,15.0,1,10.0
1738,1949-01-03,35.0,23.0,0,0.0
1739,1949-01-04,38.0,34.0,1,34.0
1740,1949-01-05,37.0,15.0,0,0.0
1741,1949-01-06,39.0,14.0,0,0.0
1742,1949-01-07,45.0,26.0,0,0.0
1743,1949-01-08,49.0,21.0,0,0.0
1744,1949-01-09,44.0,12.0,0,0.0
1745,1949-01-10,20.0,12.0,0,0.0
1746,1949-01-11,27.0,19.0,0,0.0
1747,1949-01-12,30.0,20.0,0,0.0
1748,1949-01-13,40.0,19.0,0,0.0
1749,1949-01-14,42.0,16.0,0,0.0
1750,1949-01-15,46.0,32.0,0,30.0
1751,1949-01-16,40.0,6.0,0,10.0
1752,1949-01-17,17.0,11.0,0,0.0
1753,1949-01-18,20.0,10.0,1,4.0
1754,1949-01-19,20.0,-5.0,2,13.0
1755,1949-01-20,21.0,-21.0,0,0.0
1756,1949-01-21,23.0,-13.0,1,7.0
1757,1949-01-22,21.0,-23.0,0,0.0
1758,1949-01-23,32.0,10.0,4,35.0
1759,1949-01-24,33.0,11.0,0,0.0
1760,1949-01-25,24.0,5.0,0,0.0
1761,1949-01-26,19.0,10.0,0,0.0
1762,1949-01-27,22.0,10.0,1,10.0
1763,1949-01-28,21.0,-3.0,4,40.0
1764,1949-01-29,15.0,-20.0,0,0.0
1765,1949-01-30,9.0,-24.0,0,0.0
1766,1949-01-31,10.0,-5.0,1,2.0
5288,1949-02-01,10.0,0.0,0,0.0
5289,1949-02-02,5.0,-28.0,0,0.0
5290,1949-02-03,21.0,4.0,1,4.0
5291,1949-02-04,22.0,8.0,0,0.0
5292,1949-02-05,24.0,-10.0,0,0.0
5293,1949-02-06,26.0,6.0,0,0.0
5294,1949-02-07,36.0,-12.0,0,0.0
5295,1949-02-08,34.0,4.0,0,0.0
5296,1949-02-09,30.0,-16.0,0,0.0
5297,1949-02-10,30.0,2.0,0,0.0
5298,1949-02-11,40.0,-6.0,0,0.0
5299,1949-02-12,38.0,27.0,0,0.0
5300,1949-02-13,37.0,11.0,1,17.0
5301,1949-02-14,21.0,-12.0,0,0.0
5302,1949-02-15,31.0,-2.0,2,17.0
5303,1949-02-16,29.0,-1.0,0,0.0
5304,1949-02-17,44.0,-6.0,0,0.0
5305,1949-02-18,45.0,32.0,0,0.0
5306,1949-02-19,36.0,17.0,0,0.0
5307,1949-02-20,31.0,17.0,0,0.0
5308,1949-02-21,32.0,22.0,1,5.0
5309,1949-02-22,38.0,26.0,0,0.0
5310,1949-02-23,44.0,20.0,0,0.0
5311,1949-02-24,44.0,26.0,0,0.0
5312,1949-02-25,34.0,13.0,0,0.0
5313,1949-02-26,36.0,14.0,0,0.0
5314,1949-02-27,34.0,18.0,0,0.0
5315,1949-02-28,23.0,3.0,0,0.0
8816,1949-03-01,31.0,-1.0,0,0.0
8817,1949-03-02,38.0,21.0,0,0.0
8818,1949-03-03,40.0,30.0,0,0.0
8819,1949-03-04,50.0,34.0,0,0.0
8820,1949-03-05,45.0,30.0,0,0.0
8821,1949-03-06,42.0,21.0,0,0.0
8822,1949-03-07,42.0,17.0,0,0.0
8823,1949-03-08,42.0,34.0,0,0.0
8824,1949-03-09,42.0,17.0,0,0.0
8825,1949-03-10,32.0,16.0,0,0.0
8826,1949-03-11,30.0,14.0,0,0.0
8827,1949-03-12,38.0,8.0,0,0.0
8828,1949-03-13,36.0,16.0,0,0.0
8829,1949-03-14,36.0,12.0,0,0.0
8830,1949-03-15,29.0,3.0,0,0.0
8831,1949-03-16,34.0,14.0,0,0.0
8832,1949-03-17,36.0,8.0,0,0.0
8833,1949-03-18,35.0,14.0,0,0.0
8834,1949-03-19,40.0,8.0,0,0.0
8835,1949-03-20,57.0,30.0,0,0.0
8836,1949-03-21,56.0,40.0,0,0.0
8837,1949-03-22,53.0,28.0,1,65.0
8838,1949-03-23,44.0,24.0,0,0.0
8839,1949-03-24,61.0,34.0,0,0.0
8840,1949-03-25,62.0,36.0,0,17.0
8841,1949-03-26,41.0,40.0,1,8.0
8842,1949-03-27,46.0,38.0,1,9.0
8843,1949-03-28,60.0,26.0,0,0.0
8844,1949-03-29,58.0,36.0,0,30.0
8845,1949-03-30,42.0,34.0,1,15.0
8846,1949-03-31,40.0,30.0,1,37.0
12480,1949-04-01,48.0,27.0,0,0.0
12481,1949-04-02,50.0,30.0,0,0.0
12482,1949-04-03,56.0,22.0,0,0.0
12483,1949-04-04,59.0,22.0,0,0.0
12484,1949-04-05,58.0,34.0,0,0.0
12485,1949-04-06,58.0,24.0,0,0.0
12486,1949-04-07,58.0,30.0,0,0.0
12487,1949-04-08,56.0,26.0,0,0.0
12488,1949-04-09,62.0,24.0,0,0.0
12489,1949-04-10,62.0,28.0,0,0.0
12490,1949-04-11,71.0,25.0,0,0.0
12491,1949-04-12,75.0,29.0,0,0.0
12492,1949-04-13,76.0,34.0,0,0.0
12493,1949-04-14,72.0,34.0,0,30.0
12494,1949-04-15,40.0,25.0,0,5.0
12495,1949-04-16,44.0,12.0,0,0.0
12496,1949-04-17,48.0,32.0,0,10.0
12497,1949-04-18,47.0,28.0,0,0.0
12498,1949-04-19,57.0,22.0,0,0.0
12499,1949-04-20,68.0,36.0,0,0.0
12500,1949-04-21,73.0,45.0,0,0.0
12501,1949-04-22,70.0,42.0,0,24.0
12502,1949-04-23,69.0,43.0,0,0.0
12503,1949-04-24,64.0,25.0,0,0.0
12504,1949-04-25,78.0,36.0,0,0.0
12505,1949-04-26,78.0,52.0,0,23.0
12506,1949-04-27,72.0,42.0,0,0.0
12507,1949-04-28,71.0,36.0,0,0.0
12508,1949-04-29,76.0,36.0,0,0.0
12509,1949-04-30,82.0,38.0,0,0.0
16136,1949-05-01,78.0,54.0,0,12.0
16137,1949-05-02,79.0,46.0,0,0.0
16138,1949-05-03,92.0,48.0,0,0.0
16139,1949-05-04,90.0,70.0,0,11.0
16140,1949-05-05,92.0,67.0,0,0.0
16141,1949-05-06,88.0,59.0,0,0.0
16142,1949-05-07,81.0,37.0,0,0.0
16143,1949-05-08,69.0,40.0,0,0.0
16144,1949-05-09,66.0,47.0,0,0.0
16145,1949-05-10,67.0,40.0,0,0.0
16146,1949-05-11,79.0,40.0,0,3.0
16147,1949-05-12,82.0,42.0,0,33.0
16148,1949-05-13,89.0,52.0,0,33.0
16149,1949-05-14,73.0,50.0,0,39.0
16150,1949-05-15,72.0,53.0,0,5.0
16151,1949-05-16,78.0,50.0,0,12.0
16152,1949-05-17,80.0,62.0,0,7.0
16153,1949-05-18,82.0,60.0,0,0.0
16154,1949-05-19,74.0,49.0,0,0.0
16155,1949-05-20,55.0,49.0,0,0.0
16156,1949-05-21,62.0,46.0,0,20.0
16157,1949-05-22,71.0,58.0,0,0.0
16158,1949-05-23,65.0,40.0,0,12.0
16159,1949-05-24,63.0,36.0,0,0.0
16160,1949-05-25,70.0,41.0,0,0.0
16161,1949-05-26,70.0,34.0,0,0.0
16162,1949-05-27,70.0,42.0,0,0.0
16163,1949-05-28,70.0,48.0,0,0.0
16164,1949-05-29,77.0,46.0,0,0.0
16165,1949-05-30,81.0,58.0,0,0.0
16166,1949-05-31,80.0,46.0,0,0.0
19800,1949-06-01,86.0,66.0,0,0.0
19801,1949-06-02,82.0,62.0,0,90.0
19802,1949-06-03,83.0,52.0,0,0.0
19803,1949-06-04,80.0,54.0,0,0.0
19804,1949-06-05,78.0,41.0,0,0.0
19805,1949-06-06,80.0,51.0,0,0.0
19806,1949-06-07,78.0,42.0,0,0.0
19807,1949-06-08,72.0,46.0,0,0.0
19808,1949-06-09,83.0,44.0,0,0.0
19809,1949-06-10,90.0,56.0,0,0.0
19810,1949-06-11,95.0,56.0,0,0.0
19811,1949-06-12,92.0,51.0,0,0.0
19812,1949-06-13,75.0,62.0,0,94.0
19813,1949-06-14,75.0,60.0,0,28.0
19814,1949-06-15,83.0,50.0,0,0.0
19815,1949-06-16,86.0,53.0,0,0.0
19816,1949-06-17,85.0,60.0,0,0.0
19817,1949-06-18,87.0,61.0,0,0.0
19818,1949-06-19,91.0,72.0,0,0.0
19819,1949-06-20,95.0,72.0,0,0.0
19820,1949-06-21,94.0,68.0,0,83.0
19821,1949-06-22,88.0,56.0,0,0.0
19822,1949-06-23,86.0,64.0,0,74.0
19823,1949-06-24,86.0,61.0,0,138.0
19824,1949-06-25,88.0,65.0,0,32.0
19825,1949-06-26,89.0,65.0,0,0.0
19826,1949-06-27,90.0,62.0,0,0.0
19827,1949-06-28,90.0,68.0,0,3.0
19828,1949-06-29,90.0,56.0,0,0.0
19829,1949-06-30,98.0,70.0,0,0.0
23456,1949-07-01,98.0,75.0,0,0.0
23457,1949-07-02,98.0,64.0,0,0.0
23458,1949-07-03,99.0,72.0,0,0.0
23459,1949-07-04,99.0,78.0,0,0.0
23460,1949-07-05,94.0,69.0,0,18.0
23461,1949-07-06,93.0,70.0,0,0.0
23462,1949-07-07,89.0,72.0,0,0.0
23463,1949-07-08,84.0,68.0,0,0.0
23464,1949-07-09,80.0,64.0,0,0.0
23465,1949-07-10,86.0,47.0,0,0.0
23466,1949-07-11,86.0,48.0,0,0.0
23467,1949-07-12,89.0,54.0,0,0.0
23468,1949-07-13,92.0,56.0,0,8.0
23469,1949-07-14,81.0,64.0,0,38.0
23470,1949-07-15,87.0,63.0,0,0.0
23471,1949-07-16,90.0,54.0,0,0.0
23472,1949-07-17,88.0,60.0,0,0.0
23473,1949-07-18,86.0,60.0,0,100.0
23474,1949-07-19,86.0,54.0,0,8.0
23475,1949-07-20,84.0,61.0,0,0.0
23476,1949-07-21,86.0,68.0,0,159.0
23477,1949-07-22,85.0,54.0,0,0.0
23478,1949-07-23,87.0,53.0,0,0.0
23479,1949-07-24,84.0,64.0,0,0.0
23480,1949-07-25,94.0,70.0,0,0.0
23481,1949-07-26,94.0,70.0,0,0.0
23482,1949-07-27,89.0,71.0,0,12.0
23483,1949-07-28,94.0,71.0,0,0.0
23484,1949-07-29,94.0,68.0,0,0.0
23485,1949-07-30,80.0,52.0,0,0.0
23486,1949-07-31,83.0,48.0,0,0.0
27176,1949-08-01,81.0,64.0,0,41.0
27177,1949-08-02,81.0,54.0,0,0.0
27178,1949-08-03,80.0,51.0,0,0.0
27179,1949-08-04,88.0,50.0,0,0.0
27180,1949-08-05,90.0,61.0,0,0.0
27181,1949-08-06,98.0,64.0,0,0.0
27182,1949-08-07,100.0,64.0,0,0.0
27183,1949-08-08,96.0,64.0,0,0.0
27184,1949-08-09,95.0,69.0,0,0.0
27185,1949-08-10,82.0,70.0,0,0.0
27186,1949-08-11,92.0,68.0,0,0.0
27187,1949-08-12,88.0,70.0,0,0.0
27188,1949-08-13,89.0,62.0,0,0.0
27189,1949-08-14,86.0,62.0,0,0.0
27190,1949-08-15,89.0,68.0,0,0.0
27191,1949-08-16,92.0,62.0,0,0.0
27192,1949-08-17,89.0,64.0,0,38.0
27193,1949-08-18,84.0,62.0,0,0.0
27194,1949-08-19,80.0,62.0,0,0.0
27195,1949-08-20,79.0,43.0,0,0.0
27196,1949-08-21,82.0,44.0,0,0.0
27197,1949-08-22,88.0,59.0,0,0.0
27198,1949-08-23,93.0,60.0,0,0.0
27199,1949-08-24,95.0,56.0,0,0.0
27200,1949-08-25,96.0,64.0,0,0.0
27201,1949-08-26,92.0,62.0,0,0.0
27202,1949-08-27,93.0,66.0,0,17.0
27203,1949-08-28,80.0,48.0,0,0.0
27204,1949-08-29,84.0,42.0,0,0.0
27205,1949-08-30,84.0,45.0,0,9.0
27206,1949-08-31,75.0,42.0,0,0.0
30840,1949-09-01,72.0,30.0,0,0.0
30841,1949-09-02,83.0,50.0,0,0.0
30842,1949-09-03,74.0,55.0,0,4.0
30843,1949-09-04,78.0,56.0,0,16.0
30844,1949-09-05,71.0,42.0,0,13.0
30845,1949-09-06,61.0,39.0,0,0.0
30846,1949-09-07,65.0,50.0,0,37.0
30847,1949-09-08,73.0,34.0,0,0.0
30848,1949-09-09,79.0,34.0,0,0.0
30849,1949-09-10,72.0,37.0,0,0.0
30850,1949-09-11,64.0,53.0,0,14.0
30851,1949-09-12,74.0,57.0,0,37.0
30852,1949-09-13,62.0,41.0,0,7.0
30853,1949-09-14,62.0,30.0,0,0.0
30854,1949-09-15,70.0,48.0,0,0.0
30855,1949-09-16,67.0,36.0,0,0.0
30856,1949-09-17,76.0,57.0,0,0.0
30857,1949-09-18,80.0,40.0,0,0.0
30858,1949-09-19,67.0,43.0,0,0.0
30859,1949-09-20,72.0,29.0,0,0.0
30860,1949-09-21,68.0,47.0,0,0.0
30861,1949-09-22,74.0,39.0,0,0.0
30862,1949-09-23,62.0,33.0,0,0.0
30863,1949-09-24,71.0,26.0,0,0.0
30864,1949-09-25,74.0,35.0,0,0.0
30865,1949-09-26,80.0,52.0,0,0.0
30866,1949-09-27,64.0,44.0,0,2.0
30867,1949-09-28,57.0,37.0,0,0.0
30868,1949-09-29,62.0,18.0,0,0.0
30869,1949-09-30,72.0,25.0,0,0.0
34496,1949-10-01,72.0,55.0,0,0.0
34497,1949-10-02,77.0,49.0,0,0.0
34498,1949-10-03,78.0,43.0,0,0.0
34499,1949-10-04,74.0,46.0,0,0.0
34500,1949-10-05,73.0,36.0,0,0.0
34501,1949-10-06,69.0,54.0,0,6.0
34502,1949-10-07,84.0,50.0,0,15.0
34503,1949-10-08,82.0,68.0,0,0.0
34504,1949-10-09,78.0,59.0,0,0.0
34505,1949-10-10,76.0,60.0,0,35.0
34506,1949-10-11,70.0,48.0,0,0.0
34507,1949-10-12,70.0,28.0,0,0.0
34508,1949-10-13,78.0,42.0,0,0.0
34509,1949-10-14,72.0,50.0,0,0.0
34510,1949-10-15,68.0,24.0,0,0.0
34511,1949-10-16,74.0,34.0,0,0.0
34512,1949-10-17,74.0,34.0,0,0.0
34513,1949-10-18,76.0,38.0,0,0.0
34514,1949-10-19,72.0,56.0,0,4.0
34515,1949-10-20,78.0,54.0,0,0.0
34516,1949-10-21,70.0,42.0,0,35.0
34517,1949-10-22,61.0,30.0,0,3.0
34518,1949-10-23,58.0,34.0,0,0.0
34519,1949-10-24,48.0,24.0,0,0.0
34520,1949-10-25,49.0,29.0,0,0.0
34521,1949-10-26,56.0,16.0,0,0.0
34522,1949-10-27,65.0,34.0,0,0.0
34523,1949-10-28,74.0,33.0,0,0.0
34524,1949-10-29,78.0,38.0,0,0.0
34525,1949-10-30,52.0,16.0,0,0.0
34526,1949-10-31,44.0,15.0,0,0.0
38160,1949-11-01,62.0,27.0,0,0.0
38161,1949-11-02,54.0,29.0,0,0.0
38162,1949-11-03,44.0,11.0,0,0.0
38163,1949-11-04,43.0,25.0,0,0.0
38164,1949-11-05,48.0,13.0,0,0.0
38165,1949-11-06,65.0,26.0,0,0.0
38166,1949-11-07,72.0,33.0,0,0.0
38167,1949-11-08,60.0,22.0,0,0.0
38168,1949-11-09,65.0,45.0,0,0.0
38169,1949-11-10,70.0,30.0,0,0.0
38170,1949-11-11,48.0,28.0,0,0.0
38171,1949-11-12,52.0,43.0,0,3.0
38172,1949-11-13,52.0,35.0,0,18.0
38173,1949-11-14,44.0,34.0,0,0.0
38174,1949-11-15,36.0,31.0,0,6.0
38175,1949-11-16,37.0,27.0,0,0.0
38176,1949-11-17,38.0,29.0,0,0.0
38177,1949-11-18,36.0,28.0,0,0.0
38178,1949-11-19,60.0,31.0,0,0.0
38179,1949-11-20,47.0,28.0,0,10.0
38180,1949-11-21,30.0,16.0,0,0.0
38181,1949-11-22,40.0,8.0,0,0.0
38182,1949-11-23,34.0,25.0,0,0.0
38183,1949-11-24,30.0,24.0,3,29.0
38184,1949-11-25,31.0,16.0,0,0.0
38185,1949-11-26,39.0,14.0,0,0.0
38186,1949-11-27,36.0,14.0,0,0.0
38187,1949-11-28,48.0,28.0,0,0.0
38188,1949-11-29,48.0,24.0,0,0.0
38189,1949-11-30,42.0,28.0,0,0.0
41816,1949-12-01,38.0,24.0,0,20.0
41817,1949-12-02,35.0,17.0,0,0.0
41818,1949-12-03,45.0,20.0,0,0.0
41819,1949-12-04,40.0,27.0,0,0.0
41820,1949-12-05,38.0,20.0,0,0.0
41821,1949-12-06,32.0,18.0,0,0.0
41822,1949-12-07,29.0,22.0,1,4.0
41823,1949-12-08,23.0,4.0,0,0.0
41824,1949-12-09,20.0,0.0,2,21.0
41825,1949-12-10,34.0,20.0,1,14.0
41826,1949-12-11,56.0,33.0,0,35.0
41827,1949-12-12,53.0,11.0,0,0.0
41828,1949-12-13,19.0,6.0,0,0.0
41829,1949-12-14,15.0,1.0,0,0.0
41830,1949-12-15,34.0,-2.0,0,0.0
41831,1949-12-16,39.0,22.0,0,0.0
41832,1949-12-17,43.0,32.0,0,0.0
41833,1949-12-18,40.0,23.0,0,0.0
41834,1949-12-19,39.0,22.0,0,0.0
41835,1949-12-20,40.0,28.0,0,0.0
41836,1949-12-21,29.0,24.0,0,0.0
41837,1949-12-22,26.0,9.0,2,24.0
41838,1949-12-23,11.0,-17.0,0,0.0
41839,1949-12-24,12.0,-18.0,0,0.0
41840,1949-12-25,21.0,6.0,0,0.0
41841,1949-12-26,40.0,-3.0,0,0.0
41842,1949-12-27,33.0,12.0,0,0.0
41843,1949-12-28,44.0,10.0,0,0.0
41844,1949-12-29,38.0,14.0,0,0.0
41845,1949-12-30,43.0,24.0,0,0.0
41846,1949-12-31,44.0,36.0,0,12.0
1767,1950-01-01,45.0,35.0,0,0.0
1768,1950-01-02,44.0,36.0,0,0.0
1769,1950-01-03,42.0,16.0,0,0.0
1770,1950-01-04,16.0,-4.0,0,0.0
1771,1950-01-05,20.0,-10.0,0,0.0
1772,1950-01-06,25.0,-3.0,0,0.0
1773,1950-01-07,24.0,1.0,0,0.0
1774,1950-01-08,44.0,4.0,0,0.0
1775,1950-01-09,42.0,23.0,0,0.0
1776,1950-01-10,42.0,9.0,0,0.0
1777,1950-01-11,32.0,0.0,0,0.0
1778,1950-01-12,36.0,25.0,0,0.0
1779,1950-01-13,36.0,32.0,1,51.0
1780,1950-01-14,34.0,-2.0,0,0.0
1781,1950-01-15,39.0,-2.0,0,0.0
1782,1950-01-16,15.0,-4.0,0,0.0
1783,1950-01-17,37.0,5.0,0,0.0
1784,1950-01-18,30.0,-1.0,0,0.0
1785,1950-01-19,15.0,-5.0,0,0.0
1786,1950-01-20,30.0,1.0,0,0.0
1787,1950-01-21,35.0,11.0,0,0.0
1788,1950-01-22,35.0,21.0,0,0.0
1789,1950-01-23,31.0,24.0,0,0.0
1790,1950-01-24,41.0,20.0,0,0.0
1791,1950-01-25,36.0,8.0,2,65.0
1792,1950-01-26,8.0,-15.0,0,0.0
1793,1950-01-27,23.0,-30.0,0,0.0
1794,1950-01-28,38.0,15.0,0,0.0
1795,1950-01-29,36.0,-7.0,0,0.0
1796,1950-01-30,5.0,-25.0,0,0.0
1797,1950-01-31,17.0,-19.0,1,3.0
5316,1950-02-01,23.0,-11.0,0,0.0
5317,1950-02-02,22.0,-13.0,0,0.0
5318,1950-02-03,28.0,-12.0,0,0.0
5319,1950-02-04,34.0,-12.0,0,0.0
5320,1950-02-05,39.0,13.0,0,0.0
5321,1950-02-06,42.0,25.0,0,0.0
5322,1950-02-07,39.0,22.0,0,0.0
5323,1950-02-08,35.0,31.0,2,91.0
5324,1950-02-09,34.0,13.0,0,0.0
5325,1950-02-10,37.0,19.0,0,0.0
5326,1950-02-11,35.0,-2.0,0,0.0
5327,1950-02-12,29.0,10.0,0,0.0
5328,1950-02-13,26.0,20.0,2,18.0
5329,1950-02-14,28.0,20.0,4,34.0
5330,1950-02-15,26.0,16.0,0,0.0
5331,1950-02-16,32.0,-8.0,0,0.0
5332,1950-02-17,38.0,-9.0,0,0.0
5333,1950-02-18,34.0,15.0,0,0.0
5334,1950-02-19,30.0,1.0,0,0.0
5335,1950-02-20,30.0,1.0,0,0.0
5336,1950-02-21,26.0,12.0,0,0.0
5337,1950-02-22,32.0,10.0,0,0.0
5338,1950-02-23,26.0,4.0,0,0.0
5339,1950-02-24,25.0,-15.0,0,0.0
5340,1950-02-25,32.0,-11.0,0,0.0
5341,1950-02-26,23.0,-17.0,0,0.0
5342,1950-02-27,34.0,1.0,0,0.0
5343,1950-02-28,37.0,27.0,1,18.0
8847,1950-03-01,24.0,4.0,0,0.0
8848,1950-03-02,11.0,-9.0,0,0.0
8849,1950-03-03,25.0,-7.0,2,21.0
8850,1950-03-04,42.0,14.0,0,0.0
8851,1950-03-05,46.0,28.0,0,0.0
8852,1950-03-06,44.0,25.0,0,0.0
8853,1950-03-07,45.0,38.0,1,19.0
8854,1950-03-08,39.0,5.0,1,8.0
8855,1950-03-09,23.0,2.0,0,0.0
8856,1950-03-10,25.0,9.0,0,0.0
8857,1950-03-11,23.0,12.0,3,46.0
8858,1950-03-12,21.0,-5.0,0,0.0
8859,1950-03-13,23.0,-9.0,0,0.0
8860,1950-03-14,37.0,-14.0,0,0.0
8861,1950-03-15,32.0,-1.0,0,0.0
8862,1950-03-16,33.0,22.0,1,24.0
8863,1950-03-17,35.0,24.0,0,0.0
8864,1950-03-18,28.0,-2.0,0,0.0
8865,1950-03-19,29.0,17.0,0,0.0
8866,1950-03-20,38.0,24.0,0,0.0
8867,1950-03-21,36.0,31.0,1,15.0
8868,1950-03-22,39.0,18.0,0,0.0
8869,1950-03-23,44.0,34.0,0,0.0
8870,1950-03-24,39.0,31.0,1,5.0
8871,1950-03-25,39.0,35.0,0,0.0
8872,1950-03-26,39.0,35.0,2,111.0
8873,1950-03-27,49.0,36.0,0,4.0
8874,1950-03-28,38.0,27.0,0,0.0
8875,1950-03-29,34.0,20.0,0,0.0
8876,1950-03-30,40.0,25.0,0,0.0
8877,1950-03-31,52.0,29.0,0,0.0
12510,1950-04-01,45.0,29.0,0,0.0
12511,1950-04-02,56.0,26.0,0,0.0
12512,1950-04-03,48.0,32.0,0,0.0
12513,1950-04-04,39.0,33.0,0,0.0
12514,1950-04-05,40.0,27.0,0,0.0
12515,1950-04-06,45.0,14.0,0,0.0
12516,1950-04-07,61.0,35.0,0,0.0
12517,1950-04-08,53.0,24.0,0,0.0
12518,1950-04-09,33.0,27.0,0,22.0
12519,1950-04-10,59.0,32.0,0,65.0
12520,1950-04-11,47.0,29.0,0,26.0
12521,1950-04-12,34.0,20.0,0,0.0
12522,1950-04-13,36.0,17.0,0,0.0
12523,1950-04-14,45.0,16.0,0,0.0
12524,1950-04-15,58.0,20.0,0,0.0
12525,1950-04-16,70.0,33.0,0,0.0
12526,1950-04-17,70.0,34.0,0,0.0
12527,1950-04-18,60.0,43.0,0,0.0
12528,1950-04-19,48.0,34.0,0,0.0
12529,1950-04-20,47.0,27.0,0,20.0
12530,1950-04-21,52.0,20.0,0,0.0
12531,1950-04-22,67.0,27.0,0,0.0
12532,1950-04-23,59.0,35.0,0,0.0
12533,1950-04-24,47.0,39.0,0,60.0
12534,1950-04-25,43.0,34.0,0,152.0
12535,1950-04-26,36.0,30.0,0,2.0
12536,1950-04-27,35.0,29.0,0,0.0
12537,1950-04-28,46.0,29.0,0,0.0
12538,1950-04-29,46.0,37.0,0,0.0
12539,1950-04-30,47.0,34.0,0,46.0
16167,1950-05-01,50.0,27.0,0,0.0
16168,1950-05-02,57.0,31.0,0,0.0
16169,1950-05-03,71.0,49.0,0,0.0
16170,1950-05-04,75.0,57.0,0,2.0
16171,1950-05-05,76.0,43.0,0,121.0
16172,1950-05-06,61.0,40.0,0,0.0
16173,1950-05-07,55.0,31.0,0,0.0
16174,1950-05-08,57.0,38.0,0,0.0
16175,1950-05-09,58.0,45.0,0,136.0
16176,1950-05-10,59.0,41.0,0,0.0
16177,1950-05-11,70.0,32.0,0,0.0
16178,1950-05-12,76.0,49.0,0,0.0
16179,1950-05-13,76.0,46.0,0,0.0
16180,1950-05-14,79.0,44.0,0,0.0
16181,1950-05-15,70.0,40.0,0,0.0
16182,1950-05-16,64.0,47.0,0,0.0
16183,1950-05-17,71.0,41.0,0,19.0
16184,1950-05-18,70.0,44.0,0,0.0
16185,1950-05-19,69.0,49.0,0,0.0
16186,1950-05-20,62.0,54.0,0,19.0
16187,1950-05-21,62.0,53.0,0,0.0
16188,1950-05-22,76.0,45.0,0,2.0
16189,1950-05-23,81.0,50.0,0,0.0
16190,1950-05-24,85.0,61.0,0,3.0
16191,1950-05-25,66.0,56.0,0,125.0
16192,1950-05-26,66.0,49.0,0,0.0
16193,1950-05-27,68.0,41.0,0,0.0
16194,1950-05-28,67.0,49.0,0,0.0
16195,1950-05-29,75.0,48.0,0,0.0
16196,1950-05-30,78.0,51.0,0,0.0
16197,1950-05-31,71.0,43.0,0,7.0
19830,1950-06-01,76.0,43.0,0,0.0
19831,1950-06-02,70.0,54.0,0,35.0
19832,1950-06-03,63.0,41.0,0,28.0
19833,1950-06-04,76.0,38.0,0,0.0
19834,1950-06-05,79.0,46.0,0,0.0
19835,1950-06-06,85.0,60.0,0,0.0
19836,1950-06-07,82.0,58.0,0,0.0
19837,1950-06-08,82.0,68.0,0,0.0
19838,1950-06-09,76.0,59.0,0,197.0
19839,1950-06-10,70.0,51.0,0,0.0
19840,1950-06-11,78.0,45.0,0,0.0
19841,1950-06-12,75.0,50.0,0,0.0
19842,1950-06-13,81.0,59.0,0,253.0
19843,1950-06-14,82.0,62.0,0,19.0
19844,1950-06-15,80.0,64.0,0,29.0
19845,1950-06-16,81.0,61.0,0,0.0
19846,1950-06-17,70.0,44.0,0,0.0
19847,1950-06-18,61.0,44.0,0,89.0
